브랜드,차종,연식,주행거리_만km,연료,사고이력,가격_만원
벤츠,SUV,2012,22.4,LPG,사고이력,550.0
테슬라,전기차 전용,2024,2.2,전기,무사고,5970.0
현대,SUV,2026,0.7,디젤,단순수리,3290.0
BMW,SUV,2019,10.5,디젤,무사고,2030.0
쉐보레,경차,2012,25.9,LPG,사고이력,150.0
기아,전기차 전용,2010,33.1,전기,무사고,490.0
현대,전기차 전용,2018,10.6,전기,단순수리,1420.0
KG모빌리티,중형,2020,12.6,하이브리드,무사고,1140.0
기아,준중형,2021,4.4,LPG,무사고,1130.0
BMW,준중형,2013,21.2,가솔린,무사고,570.0
현대,경차,2019,4.7,가솔린,무사고,540.0
KG모빌리티,중형,2020,9.9,가솔린,단순수리,1050.0
BMW,중형,2012,26.3,디젤,무사고,640.0
쉐보레,준중형,2021,2.8,가솔린,단순수리,1040.0
현대,준중형,2021,3.5,하이브리드,단순수리,1360.0
기아,준중형,2018,14.7,디젤,무사고,620.0
BMW,SUV,2017,11.5,가솔린,단순수리,1510.0
KG모빌리티,SUV,2011,25.4,가솔린,사고이력,260.0
KG모빌리티,SUV,2026,0.5,디젤,단순수리,2830.0
현대,경차,2016,6.2,디젤,단순수리,290.0
벤츠,중형,2026,0.0,디젤,무사고,5970.0
테슬라,전기차 전용,2020,10.4,전기,무사고,2970.0
BMW,중형,2008,27.3,디젤,무사고,390.0
현대,전기차 전용,2025,0.1,전기,무사고,5000.0
르노코리아,준중형,2011,19.0,하이브리드,무사고,230.0
볼보,대형,2023,3.3,LPG,무사고,4560.0
아우디,대형,2013,24.5,디젤,사고이력,910.0
테슬라,SUV,2024,1.6,전기,사고이력,3990.0
제네시스,대형,2010,24.9,가솔린,무사고,720.0
현대,전기차 전용,2026,0.1,전기,무사고,5990.0
볼보,대형,2009,12.5,가솔린,단순수리,610.0
KG모빌리티,중형,2015,14.0,가솔린,무사고,490.0
현대,준중형,2026,0.0,가솔린,단순수리,2560.0
아우디,중형,2019,13.4,하이브리드,단순수리,1520.0
르노코리아,준중형,2013,9.0,가솔린,단순수리,350.0
르노코리아,준중형,2015,16.4,가솔린,무사고,350.0
테슬라,SUV,2013,15.6,전기,무사고,770.0
BMW,대형,2008,13.4,디젤,무사고,670.0
BMW,SUV,2020,11.5,디젤,사고이력,1830.0
현대,준중형,2026,0.0,가솔린,단순수리,2400.0
벤츠,준중형,2017,6.6,하이브리드,무사고,1450.0
기아,전기차 전용,2016,14.2,전기,단순수리,1040.0
현대,전기차 전용,2015,19.1,전기,무사고,930.0
현대,중형,2010,25.9,하이브리드,무사고,330.0
벤츠,대형,2012,19.4,가솔린,무사고,1090.0
테슬라,SUV,2012,10.5,전기,무사고,840.0
BMW,SUV,2008,18.6,가솔린,무사고,460.0
벤츠,준중형,2021,4.0,디젤,무사고,2130.0
아우디,SUV,2013,15.2,가솔린,사고이력,620.0
현대,SUV,2008,21.5,하이브리드,사고이력,230.0
쉐보레,경차,2015,7.0,가솔린,무사고,270.0
아우디,준중형,2012,24.6,하이브리드,무사고,460.0
르노코리아,준중형,2024,4.9,가솔린,무사고,1550.0
기아,대형,2018,15.6,가솔린,무사고,1290.0
벤츠,대형,2014,10.1,가솔린,단순수리,1700.0
KG모빌리티,중형,2017,7.0,가솔린,사고이력,630.0
쉐보레,중형,2008,33.0,하이브리드,단순수리,210.0
기아,중형,2014,22.4,가솔린,무사고,480.0
현대,전기차 전용,2020,7.0,전기,단순수리,2180.0
아우디,SUV,2008,37.8,가솔린,무사고,450.0
KG모빌리티,SUV,2023,4.5,디젤,사고이력,1510.0
기아,대형,2021,8.3,디젤,무사고,2440.0
기아,전기차 전용,2024,1.3,전기,사고이력,3350.0
기아,중형,2013,19.3,가솔린,사고이력,340.0
KG모빌리티,SUV,2019,5.3,LPG,단순수리,980.0
아우디,중형,2017,5.6,가솔린,무사고,1740.0
기아,경차,2013,12.6,디젤,사고이력,150.0
아우디,중형,2018,8.7,하이브리드,무사고,1870.0
KG모빌리티,SUV,2008,39.2,가솔린,단순수리,210.0
벤츠,준중형,2010,19.8,가솔린,무사고,380.0
포르쉐,SUV,2008,8.9,디젤,무사고,980.0
벤츠,대형,2009,36.5,디젤,무사고,760.0
볼보,중형,2010,11.9,가솔린,사고이력,410.0
BMW,SUV,2026,0.0,가솔린,무사고,6600.0
기아,대형,2015,8.9,가솔린,무사고,1120.0
제네시스,대형,2017,16.2,가솔린,무사고,1630.0
현대,중형,2015,24.2,가솔린,단순수리,520.0
현대,경차,2011,32.5,디젤,단순수리,150.0
벤츠,대형,2011,15.4,LPG,무사고,880.0
테슬라,전기차 전용,2011,30.4,전기,무사고,850.0
벤츠,SUV,2010,35.8,하이브리드,단순수리,620.0
KG모빌리티,SUV,2008,23.8,가솔린,단순수리,210.0
포르쉐,스포츠카,2021,2.5,디젤,무사고,13530.0
현대,대형,2008,22.7,LPG,사고이력,280.0
폭스바겐,중형,2009,25.1,가솔린,사고이력,260.0
현대,대형,2017,18.8,하이브리드,무사고,1290.0
BMW,대형,2011,26.7,가솔린,무사고,900.0
테슬라,전기차 전용,2020,11.6,전기,단순수리,2590.0
르노코리아,중형,2020,4.3,디젤,단순수리,1170.0
현대,전기차 전용,2026,0.0,전기,사고이력,4750.0
테슬라,SUV,2023,5.2,전기,무사고,4230.0
볼보,중형,2014,13.4,가솔린,단순수리,670.0
쉐보레,중형,2025,0.7,가솔린,무사고,2710.0
현대,경차,2010,12.4,가솔린,사고이력,150.0
제네시스,SUV,2024,1.1,하이브리드,무사고,4580.0
벤츠,중형,2020,6.1,가솔린,단순수리,2390.0
현대,SUV,2017,18.8,가솔린,무사고,820.0
르노코리아,SUV,2025,1.5,가솔린,무사고,2890.0
아우디,중형,2014,21.2,디젤,무사고,750.0
현대,SUV,2026,0.2,하이브리드,무사고,4300.0
기아,SUV,2024,2.0,디젤,무사고,2890.0
기아,대형,2020,11.8,가솔린,무사고,1840.0
현대,SUV,2019,6.4,가솔린,사고이력,1080.0
기아,준중형,2016,5.1,가솔린,단순수리,630.0
폭스바겐,SUV,2020,10.8,가솔린,단순수리,1650.0
KG모빌리티,중형,2011,14.0,가솔린,무사고,300.0
BMW,준중형,2021,6.9,가솔린,무사고,2040.0
폭스바겐,준중형,2021,8.9,디젤,단순수리,1240.0
현대,중형,2009,19.2,하이브리드,무사고,280.0
아우디,대형,2012,27.2,가솔린,무사고,980.0
현대,준중형,2012,14.4,하이브리드,무사고,320.0
현대,대형,2025,1.5,하이브리드,무사고,5480.0
기아,경차,2024,2.4,하이브리드,단순수리,1100.0
현대,경차,2012,14.7,가솔린,무사고,170.0
기아,SUV,2021,9.3,가솔린,무사고,1580.0
벤츠,준중형,2016,7.1,디젤,단순수리,980.0
테슬라,SUV,2011,12.4,전기,사고이력,580.0
현대,준중형,2013,22.9,가솔린,무사고,330.0
벤츠,SUV,2016,13.9,가솔린,무사고,1410.0
KG모빌리티,중형,2024,3.2,가솔린,단순수리,1940.0
현대,중형,2017,12.1,디젤,단순수리,720.0
르노코리아,중형,2026,0.9,가솔린,무사고,3020.0
기아,대형,2008,16.1,가솔린,사고이력,300.0
볼보,SUV,2018,4.8,LPG,단순수리,1650.0
기아,준중형,2021,8.3,가솔린,사고이력,880.0
폭스바겐,중형,2018,12.9,하이브리드,무사고,1240.0
BMW,SUV,2022,5.0,가솔린,단순수리,3480.0
벤츠,중형,2023,3.9,디젤,무사고,3660.0
아우디,중형,2016,14.3,가솔린,무사고,1030.0
기아,준중형,2021,8.7,가솔린,무사고,1030.0
벤츠,중형,2019,3.7,하이브리드,무사고,2750.0
BMW,대형,2010,13.2,LPG,무사고,850.0
BMW,대형,2016,6.3,하이브리드,단순수리,2610.0
현대,대형,2017,14.0,가솔린,단순수리,1200.0
BMW,중형,2013,17.7,가솔린,무사고,730.0
포르쉐,SUV,2016,6.5,디젤,무사고,2660.0
쉐보레,중형,2013,20.5,가솔린,단순수리,370.0
BMW,중형,2008,28.2,가솔린,무사고,440.0
기아,준중형,2025,2.5,가솔린,무사고,2300.0
BMW,SUV,2018,3.4,가솔린,무사고,2270.0
르노코리아,SUV,2025,1.2,가솔린,단순수리,2720.0
현대,전기차 전용,2015,16.4,전기,단순수리,780.0
벤츠,대형,2012,27.7,가솔린,무사고,1090.0
기아,중형,2018,15.2,가솔린,무사고,840.0
쉐보레,중형,2011,31.1,가솔린,단순수리,300.0
기아,전기차 전용,2020,5.0,전기,사고이력,1960.0
기아,SUV,2016,20.9,하이브리드,단순수리,690.0
벤츠,SUV,2020,11.9,가솔린,무사고,2470.0
아우디,대형,2022,6.2,가솔린,단순수리,4500.0
아우디,준중형,2011,17.9,가솔린,무사고,410.0
BMW,중형,2026,0.0,가솔린,사고이력,4850.0
포르쉐,SUV,2020,4.3,디젤,무사고,4730.0
벤츠,준중형,2010,18.2,하이브리드,무사고,460.0
테슬라,전기차 전용,2016,7.8,전기,무사고,2130.0
BMW,준중형,2015,16.5,하이브리드,무사고,790.0
현대,경차,2022,8.2,가솔린,단순수리,670.0
기아,전기차 전용,2017,17.2,전기,단순수리,1050.0
현대,SUV,2023,2.6,디젤,무사고,2410.0
제네시스,대형,2023,4.9,가솔린,무사고,4820.0
아우디,SUV,2015,14.5,가솔린,단순수리,1000.0
포르쉐,SUV,2010,23.3,하이브리드,단순수리,1010.0
폭스바겐,준중형,2016,8.8,가솔린,사고이력,620.0
아우디,중형,2024,4.2,가솔린,무사고,4280.0
테슬라,SUV,2022,4.3,전기,단순수리,3190.0
BMW,준중형,2015,11.0,LPG,단순수리,700.0
쉐보레,중형,2025,2.0,디젤,무사고,2400.0
볼보,대형,2019,5.3,LPG,단순수리,2550.0
현대,SUV,2026,0.3,가솔린,단순수리,3860.0
아우디,대형,2026,0.4,가솔린,단순수리,8260.0
기아,대형,2021,7.0,가솔린,무사고,2510.0
벤츠,준중형,2022,5.8,가솔린,단순수리,2440.0
아우디,중형,2012,22.3,가솔린,무사고,590.0
기아,SUV,2023,3.1,LPG,무사고,2300.0
아우디,대형,2009,20.2,하이브리드,단순수리,740.0
벤츠,대형,2018,16.2,가솔린,사고이력,1980.0
KG모빌리티,중형,2009,15.2,가솔린,무사고,240.0
렉서스,중형,2024,3.5,가솔린,단순수리,3430.0
BMW,대형,2026,0.2,디젤,단순수리,8500.0
르노코리아,SUV,2011,23.5,가솔린,단순수리,280.0
BMW,준중형,2011,14.7,가솔린,사고이력,380.0
벤츠,준중형,2019,13.0,가솔린,무사고,1380.0
포르쉐,SUV,2012,18.9,가솔린,단순수리,1190.0
테슬라,SUV,2023,1.5,전기,단순수리,4100.0
르노코리아,준중형,2023,3.6,가솔린,무사고,1430.0
현대,전기차 전용,2020,8.5,전기,무사고,2290.0
테슬라,SUV,2011,24.4,전기,단순수리,600.0
기아,대형,2012,17.5,하이브리드,무사고,660.0
쉐보레,SUV,2019,4.7,하이브리드,무사고,1510.0
르노코리아,SUV,2016,15.8,가솔린,사고이력,510.0
벤츠,준중형,2010,8.8,LPG,단순수리,430.0
포르쉐,스포츠카,2010,24.0,가솔린,사고이력,1930.0
현대,SUV,2012,21.6,디젤,무사고,400.0
기아,대형,2012,29.5,디젤,무사고,610.0
현대,대형,2009,29.9,가솔린,무사고,460.0
현대,준중형,2011,18.5,디젤,단순수리,220.0
BMW,SUV,2016,18.1,가솔린,단순수리,1090.0
현대,전기차 전용,2014,20.2,전기,단순수리,770.0
BMW,준중형,2012,27.0,하이브리드,단순수리,450.0
아우디,중형,2017,11.9,디젤,단순수리,1240.0
기아,준중형,2019,12.2,가솔린,무사고,800.0
기아,준중형,2011,21.5,가솔린,무사고,260.0
포르쉐,SUV,2016,7.4,가솔린,사고이력,2330.0
기아,SUV,2017,9.7,가솔린,단순수리,970.0
볼보,대형,2025,0.8,하이브리드,무사고,7140.0
기아,경차,2012,28.6,디젤,사고이력,150.0
아우디,중형,2008,12.7,가솔린,무사고,430.0
기아,준중형,2009,28.2,하이브리드,사고이력,170.0
BMW,중형,2020,9.9,LPG,무사고,2020.0
폭스바겐,준중형,2008,25.2,디젤,무사고,200.0
기아,중형,2018,16.5,가솔린,무사고,850.0
벤츠,준중형,2017,11.6,가솔린,사고이력,910.0
테슬라,SUV,2017,11.0,전기,사고이력,1360.0
폭스바겐,중형,2016,8.7,LPG,무사고,970.0
테슬라,SUV,2026,0.0,전기,무사고,7050.0
기아,전기차 전용,2011,31.9,전기,무사고,520.0
KG모빌리티,SUV,2025,1.7,디젤,사고이력,2290.0
제네시스,대형,2019,7.3,가솔린,무사고,2960.0
기아,전기차 전용,2013,10.0,전기,단순수리,780.0
현대,중형,2026,0.0,디젤,단순수리,3170.0
기아,중형,2024,3.2,하이브리드,무사고,2960.0
폭스바겐,중형,2008,35.6,디젤,무사고,290.0
BMW,SUV,2014,23.5,하이브리드,단순수리,920.0
포르쉐,스포츠카,2018,11.4,가솔린,단순수리,6690.0
테슬라,SUV,2026,0.5,전기,단순수리,5650.0
폭스바겐,중형,2017,18.9,가솔린,사고이력,720.0
볼보,중형,2025,0.8,디젤,단순수리,4070.0
기아,경차,2022,4.9,하이브리드,사고이력,650.0
제네시스,SUV,2012,11.4,하이브리드,무사고,790.0
벤츠,준중형,2012,13.1,가솔린,무사고,580.0
기아,대형,2013,11.3,하이브리드,무사고,910.0
제네시스,SUV,2026,0.0,가솔린,사고이력,4520.0
현대,전기차 전용,2017,8.1,전기,단순수리,1450.0
기아,대형,2021,5.9,디젤,무사고,2650.0
BMW,대형,2018,7.3,가솔린,무사고,3170.0
현대,SUV,2020,4.6,하이브리드,무사고,1880.0
BMW,SUV,2024,1.7,가솔린,무사고,5000.0
제네시스,SUV,2017,6.7,디젤,무사고,1440.0
제네시스,중형,2016,16.6,디젤,단순수리,760.0
테슬라,전기차 전용,2013,14.9,전기,무사고,1140.0
기아,준중형,2013,9.8,하이브리드,사고이력,360.0
테슬라,전기차 전용,2017,8.1,전기,무사고,2350.0
현대,SUV,2010,25.9,가솔린,무사고,350.0
현대,중형,2010,14.6,가솔린,무사고,340.0
렉서스,대형,2011,15.0,디젤,무사고,870.0
폭스바겐,SUV,2019,3.7,디젤,단순수리,1590.0
벤츠,SUV,2023,5.8,가솔린,무사고,4390.0
테슬라,SUV,2019,6.2,전기,단순수리,2320.0
현대,준중형,2015,23.2,가솔린,무사고,400.0
현대,SUV,2020,9.2,디젤,무사고,1330.0
현대,준중형,2009,31.1,디젤,무사고,170.0
현대,경차,2017,13.5,가솔린,단순수리,300.0
기아,중형,2009,14.1,하이브리드,무사고,320.0
아우디,대형,2015,17.1,가솔린,무사고,1400.0
기아,전기차 전용,2021,9.3,전기,무사고,2550.0
현대,전기차 전용,2023,5.8,전기,무사고,3510.0
벤츠,대형,2010,29.7,디젤,단순수리,770.0
기아,전기차 전용,2017,8.6,전기,무사고,1550.0
기아,SUV,2011,20.1,가솔린,무사고,380.0
기아,SUV,2018,15.7,가솔린,무사고,870.0
BMW,대형,2020,3.2,가솔린,무사고,4640.0
기아,중형,2009,18.9,가솔린,무사고,260.0
현대,준중형,2019,9.1,하이브리드,무사고,980.0
테슬라,SUV,2016,9.8,전기,무사고,1400.0
BMW,SUV,2017,18.3,하이브리드,단순수리,1390.0
르노코리아,중형,2026,0.5,하이브리드,무사고,3150.0
렉서스,대형,2008,16.4,디젤,무사고,520.0
현대,전기차 전용,2012,15.6,전기,단순수리,570.0
기아,중형,2014,18.1,가솔린,무사고,510.0
현대,중형,2023,7.0,LPG,무사고,1830.0
현대,대형,2008,18.0,가솔린,무사고,390.0
기아,경차,2014,9.6,가솔린,단순수리,210.0
쉐보레,준중형,2026,0.0,가솔린,무사고,2330.0
현대,전기차 전용,2017,19.3,전기,무사고,1200.0
쉐보레,중형,2024,2.1,하이브리드,무사고,2710.0
BMW,대형,2023,2.9,가솔린,사고이력,4760.0
현대,경차,2025,0.3,가솔린,단순수리,1090.0
쉐보레,준중형,2018,8.7,가솔린,단순수리,610.0
기아,SUV,2014,14.7,가솔린,단순수리,560.0
폭스바겐,준중형,2021,4.9,하이브리드,무사고,1590.0
현대,전기차 전용,2019,8.2,전기,무사고,1940.0
기아,경차,2010,10.9,디젤,사고이력,150.0
아우디,대형,2017,16.9,디젤,무사고,1780.0
현대,SUV,2009,28.0,가솔린,무사고,320.0
현대,준중형,2008,31.0,가솔린,무사고,170.0
기아,준중형,2022,8.5,가솔린,무사고,1180.0
기아,중형,2008,33.3,디젤,무사고,240.0
포르쉐,SUV,2014,7.5,가솔린,무사고,2380.0
현대,경차,2017,11.2,가솔린,단순수리,320.0
쉐보레,SUV,2014,22.8,가솔린,무사고,470.0
현대,준중형,2009,9.9,하이브리드,단순수리,260.0
BMW,중형,2019,4.6,가솔린,무사고,2450.0
렉서스,대형,2012,24.9,가솔린,무사고,900.0
벤츠,SUV,2014,5.4,가솔린,무사고,1440.0
KG모빌리티,SUV,2016,15.6,가솔린,무사고,570.0
볼보,대형,2013,11.6,디젤,무사고,1070.0
기아,중형,2026,0.3,디젤,무사고,3150.0
볼보,대형,2008,37.3,가솔린,단순수리,520.0
BMW,대형,2018,5.2,디젤,무사고,2920.0
르노코리아,중형,2011,28.3,하이브리드,무사고,310.0
볼보,대형,2014,20.5,가솔린,무사고,1150.0
현대,경차,2024,2.4,디젤,무사고,930.0
포르쉐,스포츠카,2021,7.0,가솔린,무사고,11570.0
현대,SUV,2016,13.5,가솔린,무사고,820.0
포르쉐,SUV,2014,24.3,가솔린,무사고,1600.0
벤츠,대형,2018,10.9,가솔린,무사고,3000.0
포르쉐,SUV,2022,2.6,가솔린,무사고,6630.0
테슬라,SUV,2020,7.1,전기,무사고,2600.0
벤츠,SUV,2009,33.2,가솔린,사고이력,410.0
현대,중형,2020,6.7,가솔린,무사고,1440.0
기아,전기차 전용,2022,7.7,전기,무사고,2690.0
기아,대형,2012,26.4,가솔린,단순수리,610.0
기아,중형,2011,32.3,디젤,단순수리,300.0
기아,SUV,2010,21.4,하이브리드,단순수리,360.0
포르쉐,스포츠카,2021,3.1,디젤,무사고,12140.0
BMW,중형,2014,13.4,가솔린,무사고,950.0
BMW,SUV,2012,22.0,디젤,무사고,740.0
아우디,준중형,2015,11.4,디젤,단순수리,700.0
렉서스,중형,2016,16.5,가솔린,단순수리,830.0
기아,중형,2013,27.6,가솔린,무사고,440.0
볼보,SUV,2026,0.0,가솔린,무사고,5680.0
벤츠,대형,2011,26.0,가솔린,무사고,1050.0
벤츠,SUV,2018,14.3,가솔린,단순수리,1550.0
르노코리아,준중형,2010,19.8,가솔린,무사고,190.0
BMW,SUV,2009,11.0,하이브리드,단순수리,600.0
벤츠,준중형,2018,17.0,가솔린,무사고,1030.0
현대,SUV,2008,23.4,디젤,무사고,260.0
제네시스,중형,2026,0.0,하이브리드,무사고,5810.0
BMW,중형,2016,21.9,가솔린,사고이력,840.0
현대,대형,2013,24.8,가솔린,단순수리,670.0
벤츠,SUV,2020,12.3,가솔린,무사고,2370.0
르노코리아,중형,2009,12.8,가솔린,무사고,270.0
현대,대형,2012,16.2,가솔린,단순수리,560.0
현대,전기차 전용,2008,20.3,전기,사고이력,290.0
KG모빌리티,SUV,2018,13.7,가솔린,단순수리,760.0
아우디,준중형,2011,26.0,디젤,무사고,380.0
벤츠,중형,2017,10.0,가솔린,단순수리,1490.0
벤츠,SUV,2022,6.2,디젤,무사고,3360.0
볼보,대형,2026,0.5,LPG,무사고,7440.0
BMW,준중형,2012,8.0,하이브리드,무사고,720.0
벤츠,준중형,2021,4.4,가솔린,무사고,2130.0
현대,전기차 전용,2011,22.9,전기,무사고,580.0
KG모빌리티,SUV,2025,1.6,하이브리드,단순수리,2960.0
KG모빌리티,중형,2016,13.2,가솔린,무사고,570.0
현대,준중형,2012,16.2,가솔린,무사고,270.0
KG모빌리티,중형,2019,10.6,LPG,단순수리,830.0
제네시스,SUV,2019,7.4,가솔린,무사고,1880.0
BMW,대형,2021,2.7,가솔린,단순수리,4340.0
현대,SUV,2019,10.1,디젤,사고이력,930.0
제네시스,SUV,2026,0.2,가솔린,무사고,5490.0
BMW,대형,2023,1.8,가솔린,무사고,6940.0
현대,SUV,2016,12.8,가솔린,단순수리,760.0
폭스바겐,준중형,2015,17.1,하이브리드,사고이력,430.0
포르쉐,SUV,2023,5.8,LPG,무사고,6620.0
벤츠,SUV,2021,8.3,가솔린,무사고,3210.0
벤츠,준중형,2023,5.2,가솔린,단순수리,2770.0
BMW,준중형,2025,1.6,디젤,무사고,3510.0
기아,중형,2012,11.7,가솔린,무사고,460.0
쉐보레,SUV,2024,3.2,LPG,단순수리,2220.0
아우디,준중형,2010,28.6,가솔린,무사고,370.0
기아,중형,2012,9.6,가솔린,무사고,480.0
아우디,대형,2012,30.1,가솔린,무사고,950.0
쉐보레,SUV,2012,28.1,가솔린,무사고,370.0
현대,대형,2013,8.7,LPG,단순수리,820.0
기아,대형,2024,2.3,하이브리드,무사고,4560.0
폭스바겐,중형,2019,9.2,가솔린,사고이력,1130.0
기아,대형,2012,28.7,가솔린,사고이력,470.0
렉서스,대형,2009,20.7,LPG,사고이력,480.0
기아,전기차 전용,2013,17.0,전기,무사고,720.0
